 "i" , "cLabel" , "sLabel" ,
 "http://dbpedia.org/resource/Posner's_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Post's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Preimage_theorem" , "Food --- theorem" , "Theorems in differential topology" ,
 "http://dbpedia.org/resource/Preissman's_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Primary_decomposition" , "anatomical structure --- theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Prime_number_theorem" , "theorem" , "Theorems about prime numbers --- Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Primitive_element_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Principal_axis_theorem" , "theorem" , "Theorems in geometry --- Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Principal_ideal_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Principle_of_explosion" , "agent --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Proizvolov's_identity" , "identity --- theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Projection-slice_theorem" , "theorem" , "Theorems in Fourier analysis" ,
 "http://dbpedia.org/resource/Prokhorov's_theorem" , "theorem" , "Compactness theorems --- Theorems in measure theory" ,
 "http://dbpedia.org/resource/Proof_by_contradiction" , "reductio ad absurdum --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Proof_of_Fermat's_Last_Theorem" , "Wikimedia disambiguation page" , "Fermat's Last Theorem" ,
 "http://dbpedia.org/resource/Proof_of_Fermat's_Last_Theorem_for_specific_exponents" , "theorem" , "Fermat's Last Theorem" ,
 "http://dbpedia.org/resource/Proth's_theorem" , "primality test --- theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Prékopa–Leindler_inequality" , "inequality --- theorem" , "Geometric inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Pseudoisotopy_theorem" , "theorem" , "Theorems in differential topology" ,
 "http://dbpedia.org/resource/Pseudorandom_generator_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Ptolemy's_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Pu's_inequality" , "inequality --- theorem" , "Geometric inequalities" ,
 "http://dbpedia.org/resource/Pugh's_closing_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Pumping_lemma_for_context-free_languages" , "Pumping lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Pumping_lemma_for_regular_languages" , "Pumping lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Pyrrho's_lemma" , "lemma --- theorem" , "Lemmas --- Statistical theorems" ,
 "http://dbpedia.org/resource/Pythagorean_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Pythagorean_trigonometric_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Pólya_enumeration_theorem" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Q-Vandermonde_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Quadratic_reciprocity" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Quantum_threshold_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Quartic_reciprocity" , "book --- theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Quillen's_lemma" , "theorem" , "Lemmas --- Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Quillen's_theorems_A_and_B" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Quillen–Suslin_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Quintuple_product_identity" , "person --- theorem" , "Mathematical identities --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Quotient_of_subspace_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Rademacher's_theorem" , "programming language --- theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Rademacher–Menchov_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Rado's_theorem_(Ramsey_theory)" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Radon's_theorem" , "theorem" , "Theorems in convex geometry --- Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/Radon–Nikodym_theorem" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Radó's_theorem_(Riemann_surfaces)" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Radó's_theorem_(harmonic_functions)" , "theorem" , "Theorems in harmonic analysis" ,
 "http://dbpedia.org/resource/Radó–Kneser–Choquet_theorem" , "theorem" , "Theorems in harmonic analysis" ,
 "http://dbpedia.org/resource/Raikov's_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Ramanujam_vanishing_theorem" , "software --- theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Ramanujam–Samuel_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Ramanujan's_master_theorem" , "theorem" , "Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Ramsey's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Rank–nullity_theorem" , "theorem" , "Isomorphism theorems --- Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Rao–Blackwell_theorem" , "theorem" , "Statistical theorems" ,
 "http://dbpedia.org/resource/Rasiowa–Sikorski_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Rational_root_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Ratner's_theorems" , "Band --- theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Rauch_comparison_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Raynaud's_isogeny_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Rearrangement_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Reductio_ad_absurdum" , "theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Reeb_sphere_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Reeh–Schlieder_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Reflection_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Regev's_theorem" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Regularity_theorem_for_Lebesgue_measure" , "theorem" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Reider's_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Reiss_relation" , "disease --- theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Rellich–Kondrachov_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Remez_inequality" , "theorem" , "Inequalities --- Theorems in analysis" ,
 "http://dbpedia.org/resource/Remmert–Stein_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Representation_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Reshetnyak_gluing_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Residue_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Resolution_(logic)" , "populated place --- rule of inference --- theorem" , "Theorems in propositional logic" ,
 "http://dbpedia.org/resource/Reversed_compound_agent_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Reversible_diffusion" , "building --- theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Ribet's_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in number theory" ,
 "http://dbpedia.org/resource/Rice's_theorem" , "theorem" , "Theorems in the foundations of mathematics --- Theorems in theory of computation" ,
 "http://dbpedia.org/resource/Rice–Shapiro_theorem" , "theorem" , "Theorems in the foundations of mathematics --- Theorems in theory of computation" ,
 "http://dbpedia.org/resource/Richard_Taylor_(mathematician)" , "agent --- human --- person --- scientist" , "Fermat's Last Theorem" ,
 "http://dbpedia.org/resource/Richardson's_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Riemann_mapping_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Riemann_series_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Riemannian_Penrose_inequality" , "inequality --- theorem" , "Geometric inequalities --- Theorems in geometry" ,
 "http://dbpedia.org/resource/Riemann–Lebesgue_lemma" , "lemma" , "Lemmas --- Theorems in analysis --- Theorems in harmonic analysis" ,
 "http://dbpedia.org/resource/Riemann–Roch_theorem" , "theorem" , "Theorems in algebraic geometry --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Riemann–Roch_theorem_for_smooth_manifolds" , "theorem --- work" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Riemann–Roch_theorem_for_surfaces" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Riemann–Siegel_formula" , "formula --- theorem" , "Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Riemann–von_Mangoldt_formula" , "formula --- theorem" , "Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Riesz's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Riesz_rearrangement_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Riesz_representation_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Riesz–Fischer_theorem" , "theorem" , "Theorems in real analysis" ,
 "http://dbpedia.org/resource/Riesz–Markov–Kakutani_representation_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Riesz–Thorin_theorem" , "theorem" , "Theorems in Fourier analysis --- Theorems in functional analysis --- Theorems in harmonic analysis" ,
 "http://dbpedia.org/resource/Rising_sun_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Road_coloring_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Robbins'_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Robbins_lemma" , "lemma --- theorem" , "Lemmas --- Statistical theorems" ,
 "http://dbpedia.org/resource/Robertson–Seymour_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Robinson's_joint_consistency_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Rogers–Ramanujan_continued_fraction" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Rogers–Ramanujan_identities" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Rokhlin's_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Rolle's_theorem" , "theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Ross's_conjecture" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Rosser's_theorem" , "theorem" , "Theorems about prime numbers" ,
 "http://dbpedia.org/resource/Roth's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Rothe–Hagen_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Rouché's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Rouché–Capelli_theorem" , "theorem" , "Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Routh's_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Routh–Hurwitz_theorem" , "theorem" , "Theorems in complex analysis --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Runge's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Runge–Gross_theorem" , "theorem" , "Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Russo–Dye_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Ryll-Nardzewski_fixed-point_theorem" , "theorem" , "Fixed-point theorems --- Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Saccheri–Legendre_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Saint-Venant's_theorem" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Samuelson's_inequality" , "inequality" , "Statistical inequalities" ,
 "http://dbpedia.org/resource/Sanov's_theorem" , "inequality --- theorem" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Sarason_interpolation_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Sard's_theorem" , "theorem" , "Lemmas --- Theorems in analysis --- Theorems in differential geometry --- Theorems in measure theory" ,
 "http://dbpedia.org/resource/Savitch's_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Sazonov's_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Schaefer's_dichotomy_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Schauder_fixed_point_theorem" , "theorem" , "Fixed-point theorems" ,
 "http://dbpedia.org/resource/Scheffé’s_lemma" , "lemma" , "Theorems in measure theory" ,
 "http://dbpedia.org/resource/Schilder's_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Schlessinger's_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Schnyder's_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Schoenflies_problem" , "mathematical problem --- theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Scholz's_reciprocity_law" , "agent" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Schottky's_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Schreier's_lemma" , "lemma" , "Lemmas --- Theorems in group theory" ,
 "http://dbpedia.org/resource/Schreier_refinement_theorem" , "organisation --- theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Schröder–Bernstein_theorem" , "theorem" , "Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Schröder–Bernstein_theorem_for_measurable_spaces" , "theorem" , "Theorems in measure theory --- Theorems in the foundations of mathematics" ,
 "http://dbpedia.org/resource/Schuette–Nesbitt_formula" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Schur's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Schur's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Schur's_lemma_(from_Riemannian_geometry)" , "theorem" , "Lemmas --- Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Schur's_theorem" , "theorem" , "Theorems in combinatorics --- Theorems in differential geometry --- Theorems in discrete mathematics --- Theorems in functional analysis --- Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Schur_test" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Schur–Horn_theorem" , "theorem" , "Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Schur–Zassenhaus_theorem" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Schwartz_kernel_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Schwartz–Zippel_lemma" , "lemma --- software" , "Lemmas --- Mathematical theorems in theoretical computer science" ,
 "http://dbpedia.org/resource/Schwarz_lemma" , "lemma" , "Lemmas --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Schwarz_reflection_principle" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Schwarz–Ahlfors–Pick_theorem" , "theorem" , "Theorems in complex analysis --- Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Scott_core_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Second_moment_method" , "inequality --- theorem --- topical concept" , "Probabilistic inequalities" ,
 "http://dbpedia.org/resource/Segal_conjecture" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Seifert–van_Kampen_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Selberg's_identity" , "person" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Serre's_modularity_conjecture" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Serre–Swan_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Serre–Tate_theorem" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Seven_circles_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Shadowing_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Shannon's_source_coding_theorem" , "theorem" , "Mathematical theorems in theoretical computer science" ,
 "http://dbpedia.org/resource/Shannon–Hartley_theorem" , "theorem" , "Mathematical theorems in theoretical computer science --- Statistical theorems" ,
 "http://dbpedia.org/resource/Shapiro_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Shapley–Folkman_lemma" , "lemma" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Sharkovskii's_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Shearer's_inequality" , "inequality" , "Inequalities" ,
 "http://dbpedia.org/resource/Shell_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Shift_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Short_five_lemma" , "Supreme Court of the United States case --- lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Side-approximation_theorem" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Siegel's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Siegel's_theorem_on_integral_points" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Siegel–Walfisz_theorem" , "theorem" , "Theorems about prime numbers --- Theorems in analytic number theory" ,
 "http://dbpedia.org/resource/Silverman–Toeplitz_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Simplicial_approximation_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Singleton_bound" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Sinkhorn's_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Sion's_minimax_theorem" , "theorem" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Sipser–Lautemann_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Siu's_semicontinuity_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Six_circles_theorem" , "theorem" , "Theorems in geometry --- Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Six_exponentials_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Skoda–El_Mir_theorem" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Skolem–Mahler–Lech_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Skolem–Noether_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Skorokhod's_embedding_theorem" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Skorokhod's_representation_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Slepian's_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Slice_theorem_(differential_geometry)" , "theorem" , "Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Slowly_varying_function" , "disease --- theorem" , "Tauberian theorems" ,
 "http://dbpedia.org/resource/Slutsky's_theorem" , "theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Smith_conjecture" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Snake_lemma" , "lemma --- software" , "Lemmas" ,
 "http://dbpedia.org/resource/Sobolev_inequality" , "theorem" , "Compactness theorems --- Inequalities" ,
 "http://dbpedia.org/resource/Soddy's_hexlet" , "company --- theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Sokhotski–Plemelj_theorem" , "theorem" , "Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Sommerfeld_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Sophie_Germain's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Soul_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Space_hierarchy_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Specht's_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Spectral_theorem" , "theorem" , "Theorems in functional analysis --- Theorems in linear algebra" ,
 "http://dbpedia.org/resource/Speedup_theorem" , "Wikimedia disambiguation page --- theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Sperner's_lemma" , "drug --- theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Sphere_theorem" , "theorem" , "Theorems in Riemannian geometry --- Theorems in topology" ,
 "http://dbpedia.org/resource/Sphere_theorem_(3-manifolds)" , "theorem" , "Theorems in topology" ,
 "http://dbpedia.org/resource/Spherical_law_of_cosines" , "theorem" , "Theorems in geometry" ,
 "http://dbpedia.org/resource/Spijker's_lemma" , "lemma" , "Lemmas --- Theorems in complex analysis" ,
 "http://dbpedia.org/resource/Spin–statistics_theorem" , "theorem" , "Statistical mechanics theorems --- Theorems in quantum physics" ,
 "http://dbpedia.org/resource/Spitzer's_formula" , "theorem" , "Probability theorems" ,
 "http://dbpedia.org/resource/Splitting_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Splitting_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Sprague–Grundy_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Squeeze_theorem" , "theorem" , "Theorems in calculus --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Stable_manifold_theorem" , "theorem" , "Theorems in dynamical systems" ,
 "http://dbpedia.org/resource/Stallings_theorem_about_ends_of_groups" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Stallings–Zeeman_theorem" , "theorem" , "Theorems in algebraic topology" ,
 "http://dbpedia.org/resource/Stanley's_reciprocity_theorem" , "theorem" , "Theorems in combinatorics" ,
 "http://dbpedia.org/resource/Stanley–Wilf_conjecture" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Star_height_problem" , "theorem --- work" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Star_of_David_theorem" , "theorem" , "Theorems in discrete mathematics" ,
 "http://dbpedia.org/resource/Stark–Heegner_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Steffensen's_inequality" , "theorem" , "Inequalities" ,
 "http://dbpedia.org/resource/Stein's_lemma" , "lemma --- theorem" , "Probability theorems --- Statistical theorems" ,
 "http://dbpedia.org/resource/Steiner_conic" , "theorem" , "Theorems in projective geometry" ,
 "http://dbpedia.org/resource/Steiner–Lehmus_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Steinhaus_theorem" , "theorem" , "Theorems in measure theory --- Theorems in real analysis" ,
 "http://dbpedia.org/resource/Steinitz's_theorem" , "theorem" , "Theorems in discrete geometry --- Theorems in graph theory" ,
 "http://dbpedia.org/resource/Steinitz_exchange_lemma" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Stein–Strömberg_theorem" , "theorem" , "Inequalities --- Theorems in measure theory" ,
 "http://dbpedia.org/resource/Stengle's_Positivstellensatz" , "theorem" , "Theorems in algebraic geometry" ,
 "http://dbpedia.org/resource/Stewart's_theorem" , "theorem" , "Theorems in plane geometry" ,
 "http://dbpedia.org/resource/Stewart–Walker_lemma" , "lemma" , "Lemmas" ,
 "http://dbpedia.org/resource/Stickelberger's_theorem" , "theorem" , "Theorems in algebraic number theory" ,
 "http://dbpedia.org/resource/Stinespring_factorization_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Stirling's_approximation" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Stochastic_portfolio_theory" , "work" , "Mathematical theorems" ,
 "http://dbpedia.org/resource/Stokes'_theorem" , "theorem" , "Theorems in calculus --- Theorems in differential geometry" ,
 "http://dbpedia.org/resource/Stolz–Cesàro_theorem" , "theorem" , "Theorems in real analysis" ,
 "http://dbpedia.org/resource/Stone's_representation_theorem_for_Boolean_algebras" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Stone's_theorem_on_one-parameter_unitary_groups" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Stone–Weierstrass_theorem" , "theorem" , "Theorems in analysis --- Theorems in approximation theory" ,
 "http://dbpedia.org/resource/Stone–von_Neumann_theorem" , "theorem" , "Theorems in functional analysis --- Theorems in mathematical physics" ,
 "http://dbpedia.org/resource/Strassmann's_theorem" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Strong_perfect_graph_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Structure_theorem_for_Gaussian_measures" , "theorem" , "Probability theorems --- Theorems in measure theory" ,
 "http://dbpedia.org/resource/Structure_theorem_for_finitely_generated_modules_over_a_principal_ideal_domain" , "theorem" , "Theorems in abstract algebra" ,
 "http://dbpedia.org/resource/Structured_program_theorem" , "theorem" , "Theorems in computational complexity theory" ,
 "http://dbpedia.org/resource/Sturm's_theorem" , "theorem" , "Theorems in real analysis" ,
 "http://dbpedia.org/resource/Sturm_separation_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Sturm–Picone_comparison_theorem" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Størmer's_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Subgroup_test" , "theorem" , "Theorems in group theory" ,
 "http://dbpedia.org/resource/Subgroups_of_cyclic_groups" , "theorem" , "Fundamental theorems --- Theorems in algebra" ,
 "http://dbpedia.org/resource/Subspace_theorem" , "theorem" , "Theorems in number theory" ,
 "http://dbpedia.org/resource/Summation_by_parts" , "theorem" , "Lemmas" ,
 "http://dbpedia.org/resource/Sun's_curious_identity" , "theorem" , "Mathematical identities" ,
 "http://dbpedia.org/resource/Sylow_theorems" , "book --- theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Sylvester's_determinant_identity" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Sylvester's_law_of_inertia" , "theorem" , "Theorems in algebra" ,
 "http://dbpedia.org/resource/Sylvester–Gallai_theorem" , "theorem" , "Theorems in discrete geometry" ,
 "http://dbpedia.org/resource/Symmetric_hypergraph_theorem" , "theorem" , "Theorems in graph theory" ,
 "http://dbpedia.org/resource/Symmetry_of_second_derivatives" , "theorem" , "Theorems in analysis" ,
 "http://dbpedia.org/resource/Synge's_theorem" , "theorem" , "Theorems in Riemannian geometry" ,
 "http://dbpedia.org/resource/Sz.-Nagy's_dilation_theorem" , "theorem" , "Theorems in functional analysis" ,
 "http://dbpedia.org/resource/Szegő_limit_theorems" , "theorem" , "Theorems in analysis" ,
